"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","ID_3","NAME_3","TYPE_3","ENGTYPE_3","NL_NAME_3","VARNAME_3"
1,215,"ESP","Spain",1,"Andalucía",1,"Almería",1,"n.a. (15)","Comarca","Comarca",NA,NA
2,215,"ESP","Spain",1,"Andalucía",1,"Almería",2,"n.a. (16)","Comarca","Comarca",NA,NA
3,215,"ESP","Spain",1,"Andalucía",1,"Almería",3,"n.a. (17)","Comarca","Comarca",NA,NA
4,215,"ESP","Spain",1,"Andalucía",1,"Almería",4,"n.a. (18)","Comarca","Comarca",NA,NA
5,215,"ESP","Spain",1,"Andalucía",1,"Almería",5,"n.a. (19)","Comarca","Comarca",NA,NA
6,215,"ESP","Spain",1,"Andalucía",1,"Almería",6,"n.a. (20)","Comarca","Comarca",NA,NA
7,215,"ESP","Spain",1,"Andalucía",1,"Almería",7,"n.a. (21)","Comarca","Comarca",NA,NA
8,215,"ESP","Spain",1,"Andalucía",1,"Almería",8,"n.a. (22)","Comarca","Comarca",NA,NA
9,215,"ESP","Spain",1,"Andalucía",2,"Cádiz",9,"Bahía de Cádiz","Comarca","Comarca",NA,NA
10,215,"ESP","Spain",1,"Andalucía",2,"Cádiz",10,"Campiña de Jerez","Comarca","Comarca",NA,NA
11,215,"ESP","Spain",1,"Andalucía",2,"Cádiz",11,"Campo de Gibraltar","Comarca","Comarca",NA,NA
12,215,"ESP","Spain",1,"Andalucía",2,"Cádiz",12,"Costa Noroeste","Comarca","Comarca",NA,NA
13,215,"ESP","Spain",1,"Andalucía",2,"Cádiz",13,"La Janda","Comarca","Comarca",NA,NA
14,215,"ESP","Spain",1,"Andalucía",2,"Cádiz",14,"Sierra de Cádiz","Comarca","Comarca",NA,NA
15,215,"ESP","Spain",1,"Andalucía",3,"Córdoba",15,"Campiña Sur","Comarca","Comarca",NA,NA
16,215,"ESP","Spain",1,"Andalucía",3,"Córdoba",16,"n.a. (86)","Comarca","Comarca",NA,NA
17,215,"ESP","Spain",1,"Andalucía",3,"Córdoba",17,"n.a. (87)","Comarca","Comarca",NA,NA
18,215,"ESP","Spain",1,"Andalucía",3,"Córdoba",18,"n.a. (88)","Comarca","Comarca",NA,NA
19,215,"ESP","Spain",1,"Andalucía",3,"Córdoba",19,"n.a. (89)","Comarca","Comarca",NA,NA
20,215,"ESP","Spain",1,"Andalucía",3,"Córdoba",20,"n.a. (90)","Comarca","Comarca",NA,NA
21,215,"ESP","Spain",1,"Andalucía",3,"Córdoba",21,"n.a. (91)","Comarca","Comarca",NA,NA
22,215,"ESP","Spain",1,"Andalucía",3,"Córdoba",22,"n.a. (92)","Comarca","Comarca",NA,NA
23,215,"ESP","Spain",1,"Andalucía",4,"Granada",23,"n.a. (109)","Comarca","Comarca",NA,NA
24,215,"ESP","Spain",1,"Andalucía",4,"Granada",24,"n.a. (110)","Comarca","Comarca",NA,NA
25,215,"ESP","Spain",1,"Andalucía",4,"Granada",25,"n.a. (111)","Comarca","Comarca",NA,NA
26,215,"ESP","Spain",1,"Andalucía",4,"Granada",26,"n.a. (112)","Comarca","Comarca",NA,NA
27,215,"ESP","Spain",1,"Andalucía",4,"Granada",27,"n.a. (113)","Comarca","Comarca",NA,NA
28,215,"ESP","Spain",1,"Andalucía",4,"Granada",28,"n.a. (114)","Comarca","Comarca",NA,NA
29,215,"ESP","Spain",1,"Andalucía",4,"Granada",29,"n.a. (115)","Comarca","Comarca",NA,NA
30,215,"ESP","Spain",1,"Andalucía",4,"Granada",30,"n.a. (116)","Comarca","Comarca",NA,NA
31,215,"ESP","Spain",1,"Andalucía",4,"Granada",31,"n.a. (117)","Comarca","Comarca",NA,NA
32,215,"ESP","Spain",1,"Andalucía",4,"Granada",32,"n.a. (118)","Comarca","Comarca",NA,NA
33,215,"ESP","Spain",1,"Andalucía",5,"Huelva",33,"n.a. (133)","Comarca","Comarca",NA,NA
34,215,"ESP","Spain",1,"Andalucía",5,"Huelva",34,"n.a. (134)","Comarca","Comarca",NA,NA
35,215,"ESP","Spain",1,"Andalucía",5,"Huelva",35,"n.a. (135)","Comarca","Comarca",NA,NA
36,215,"ESP","Spain",1,"Andalucía",5,"Huelva",36,"n.a. (136)","Comarca","Comarca",NA,NA
37,215,"ESP","Spain",1,"Andalucía",5,"Huelva",37,"n.a. (137)","Comarca","Comarca",NA,NA
38,215,"ESP","Spain",1,"Andalucía",5,"Huelva",38,"n.a. (138)","Comarca","Comarca",NA,NA
39,215,"ESP","Spain",1,"Andalucía",6,"Jaén",39,"Área metropolitana de Jaén","Comarca","Comarca",NA,NA
40,215,"ESP","Spain",1,"Andalucía",6,"Jaén",40,"Alto Guadalquivir","Comarca","Comarca",NA,NA
41,215,"ESP","Spain",1,"Andalucía",6,"Jaén",41,"Campiña","Comarca","Comarca",NA,NA
42,215,"ESP","Spain",1,"Andalucía",6,"Jaén",42,"El Condado","Comarca","Comarca",NA,NA
43,215,"ESP","Spain",1,"Andalucía",6,"Jaén",43,"Lalomay Lasvillas","Comarca","Comarca",NA,NA
44,215,"ESP","Spain",1,"Andalucía",6,"Jaén",44,"Sierra De Segura","Comarca","Comarca",NA,NA
45,215,"ESP","Spain",1,"Andalucía",6,"Jaén",45,"Sierra Magina","Comarca","Comarca",NA,NA
46,215,"ESP","Spain",1,"Andalucía",6,"Jaén",46,"Sierra Norte","Comarca","Comarca",NA,NA
47,215,"ESP","Spain",1,"Andalucía",6,"Jaén",47,"Sierra Sur","Comarca","Comarca",NA,NA
48,215,"ESP","Spain",1,"Andalucía",7,"Málaga",48,"n.a. (181)","Comarca","Comarca",NA,NA
49,215,"ESP","Spain",1,"Andalucía",7,"Málaga",49,"n.a. (182)","Comarca","Comarca",NA,NA
50,215,"ESP","Spain",1,"Andalucía",7,"Málaga",50,"n.a. (183)","Comarca","Comarca",NA,NA
51,215,"ESP","Spain",1,"Andalucía",7,"Málaga",51,"n.a. (184)","Comarca","Comarca",NA,NA
52,215,"ESP","Spain",1,"Andalucía",8,"Sevilla",52,"n.a. (226)","Comarca","Comarca",NA,NA
53,215,"ESP","Spain",1,"Andalucía",8,"Sevilla",53,"n.a. (227)","Comarca","Comarca",NA,NA
54,215,"ESP","Spain",1,"Andalucía",8,"Sevilla",54,"n.a. (228)","Comarca","Comarca",NA,NA
55,215,"ESP","Spain",1,"Andalucía",8,"Sevilla",55,"n.a. (229)","Comarca","Comarca",NA,NA
56,215,"ESP","Spain",1,"Andalucía",8,"Sevilla",56,"n.a. (230)","Comarca","Comarca",NA,NA
57,215,"ESP","Spain",1,"Andalucía",8,"Sevilla",57,"n.a. (231)","Comarca","Comarca",NA,NA
58,215,"ESP","Spain",1,"Andalucía",8,"Sevilla",58,"n.a. (232)","Comarca","Comarca",NA,NA
59,215,"ESP","Spain",2,"Aragón",9,"Huesca",59,"n.a. (125)","Comarca","Comarca",NA,NA
60,215,"ESP","Spain",2,"Aragón",9,"Huesca",60,"n.a. (126)","Comarca","Comarca",NA,NA
61,215,"ESP","Spain",2,"Aragón",9,"Huesca",61,"n.a. (127)","Comarca","Comarca",NA,NA
62,215,"ESP","Spain",2,"Aragón",9,"Huesca",62,"n.a. (128)","Comarca","Comarca",NA,NA
63,215,"ESP","Spain",2,"Aragón",9,"Huesca",63,"n.a. (129)","Comarca","Comarca",NA,NA
64,215,"ESP","Spain",2,"Aragón",9,"Huesca",64,"n.a. (130)","Comarca","Comarca",NA,NA
65,215,"ESP","Spain",2,"Aragón",9,"Huesca",65,"n.a. (131)","Comarca","Comarca",NA,NA
66,215,"ESP","Spain",2,"Aragón",9,"Huesca",66,"n.a. (132)","Comarca","Comarca",NA,NA
67,215,"ESP","Spain",2,"Aragón",10,"Teruel",67,"n.a. (248)","Comarca","Comarca",NA,NA
68,215,"ESP","Spain",2,"Aragón",10,"Teruel",68,"n.a. (249)","Comarca","Comarca",NA,NA
69,215,"ESP","Spain",2,"Aragón",10,"Teruel",69,"n.a. (250)","Comarca","Comarca",NA,NA
70,215,"ESP","Spain",2,"Aragón",10,"Teruel",70,"n.a. (251)","Comarca","Comarca",NA,NA
71,215,"ESP","Spain",2,"Aragón",10,"Teruel",71,"n.a. (252)","Comarca","Comarca",NA,NA
72,215,"ESP","Spain",2,"Aragón",10,"Teruel",72,"n.a. (253)","Comarca","Comarca",NA,NA
73,215,"ESP","Spain",2,"Aragón",11,"Zaragoza",73,"n.a. (274)","Comarca","Comarca",NA,NA
74,215,"ESP","Spain",2,"Aragón",11,"Zaragoza",74,"n.a. (275)","Comarca","Comarca",NA,NA
75,215,"ESP","Spain",2,"Aragón",11,"Zaragoza",75,"n.a. (276)","Comarca","Comarca",NA,NA
76,215,"ESP","Spain",2,"Aragón",11,"Zaragoza",76,"n.a. (277)","Comarca","Comarca",NA,NA
77,215,"ESP","Spain",2,"Aragón",11,"Zaragoza",77,"n.a. (278)","Comarca","Comarca",NA,NA
78,215,"ESP","Spain",2,"Aragón",11,"Zaragoza",78,"n.a. (279)","Comarca","Comarca",NA,NA
79,215,"ESP","Spain",2,"Aragón",11,"Zaragoza",79,"n.a. (280)","Comarca","Comarca",NA,NA
80,215,"ESP","Spain",2,"Aragón",11,"Zaragoza",80,"n.a. (281)","Comarca","Comarca",NA,NA
81,215,"ESP","Spain",3,"Cantabria",12,"Cantabria",81,"Asón-Agüera","Comarca","Comarca",NA,NA
82,215,"ESP","Spain",3,"Cantabria",12,"Cantabria",82,"Besaya","Comarca","Comarca",NA,NA
83,215,"ESP","Spain",3,"Cantabria",12,"Cantabria",83,"Campoo-Los Valles","Comarca","Comarca",NA,NA
84,215,"ESP","Spain",3,"Cantabria",12,"Cantabria",84,"Comarca de Santander","Comarca","Comarca",NA,NA
85,215,"ESP","Spain",3,"Cantabria",12,"Cantabria",85,"Costa Occidental","Comarca","Comarca",NA,NA
86,215,"ESP","Spain",3,"Cantabria",12,"Cantabria",86,"Costa Oriental","Comarca","Comarca",NA,NA
87,215,"ESP","Spain",3,"Cantabria",12,"Cantabria",87,"Liébana","Comarca","Comarca",NA,NA
88,215,"ESP","Spain",3,"Cantabria",12,"Cantabria",88,"n.a. (196)","Comarca","Comarca",NA,NA
89,215,"ESP","Spain",3,"Cantabria",12,"Cantabria",89,"n.a. (222)","Comarca","Comarca",NA,NA
90,215,"ESP","Spain",3,"Cantabria",12,"Cantabria",90,"Pas-Miera","Comarca","Comarca",NA,NA
91,215,"ESP","Spain",3,"Cantabria",12,"Cantabria",91,"Trasmiera","Comarca","Comarca",NA,NA
92,215,"ESP","Spain",4,"Castilla-La Mancha",13,"Albacete",92,"n.a. (10)","Comarca","Comarca",NA,NA
93,215,"ESP","Spain",4,"Castilla-La Mancha",13,"Albacete",93,"n.a. (11)","Comarca","Comarca",NA,NA
94,215,"ESP","Spain",4,"Castilla-La Mancha",13,"Albacete",94,"n.a. (12)","Comarca","Comarca",NA,NA
95,215,"ESP","Spain",4,"Castilla-La Mancha",13,"Albacete",95,"n.a. (13)","Comarca","Comarca",NA,NA
96,215,"ESP","Spain",4,"Castilla-La Mancha",13,"Albacete",96,"n.a. (14)","Comarca","Comarca",NA,NA
97,215,"ESP","Spain",4,"Castilla-La Mancha",13,"Albacete",97,"n.a. (8)","Comarca","Comarca",NA,NA
98,215,"ESP","Spain",4,"Castilla-La Mancha",13,"Albacete",98,"n.a. (9)","Comarca","Comarca",NA,NA
99,215,"ESP","Spain",4,"Castilla-La Mancha",14,"Ciudad Real",99,"n.a. (79)","Comarca","Comarca",NA,NA
100,215,"ESP","Spain",4,"Castilla-La Mancha",14,"Ciudad Real",100,"n.a. (80)","Comarca","Comarca",NA,NA
101,215,"ESP","Spain",4,"Castilla-La Mancha",14,"Ciudad Real",101,"n.a. (81)","Comarca","Comarca",NA,NA
102,215,"ESP","Spain",4,"Castilla-La Mancha",14,"Ciudad Real",102,"n.a. (82)","Comarca","Comarca",NA,NA
103,215,"ESP","Spain",4,"Castilla-La Mancha",14,"Ciudad Real",103,"n.a. (83)","Comarca","Comarca",NA,NA
104,215,"ESP","Spain",4,"Castilla-La Mancha",14,"Ciudad Real",104,"n.a. (84)","Comarca","Comarca",NA,NA
105,215,"ESP","Spain",4,"Castilla-La Mancha",14,"Ciudad Real",105,"n.a. (85)","Comarca","Comarca",NA,NA
106,215,"ESP","Spain",4,"Castilla-La Mancha",15,"Cuenca",106,"n.a. (93)","Comarca","Comarca",NA,NA
107,215,"ESP","Spain",4,"Castilla-La Mancha",15,"Cuenca",107,"n.a. (94)","Comarca","Comarca",NA,NA
108,215,"ESP","Spain",4,"Castilla-La Mancha",15,"Cuenca",108,"n.a. (95)","Comarca","Comarca",NA,NA
109,215,"ESP","Spain",4,"Castilla-La Mancha",15,"Cuenca",109,"n.a. (96)","Comarca","Comarca",NA,NA
110,215,"ESP","Spain",4,"Castilla-La Mancha",15,"Cuenca",110,"n.a. (97)","Comarca","Comarca",NA,NA
111,215,"ESP","Spain",4,"Castilla-La Mancha",15,"Cuenca",111,"n.a. (98)","Comarca","Comarca",NA,NA
112,215,"ESP","Spain",4,"Castilla-La Mancha",15,"Cuenca",112,"n.a. (99)","Comarca","Comarca",NA,NA
113,215,"ESP","Spain",4,"Castilla-La Mancha",16,"Guadalajara",113,"n.a. (119)","Comarca","Comarca",NA,NA
114,215,"ESP","Spain",4,"Castilla-La Mancha",16,"Guadalajara",114,"n.a. (120)","Comarca","Comarca",NA,NA
115,215,"ESP","Spain",4,"Castilla-La Mancha",16,"Guadalajara",115,"n.a. (121)","Comarca","Comarca",NA,NA
116,215,"ESP","Spain",4,"Castilla-La Mancha",16,"Guadalajara",116,"n.a. (122)","Comarca","Comarca",NA,NA
117,215,"ESP","Spain",4,"Castilla-La Mancha",16,"Guadalajara",117,"n.a. (123)","Comarca","Comarca",NA,NA
118,215,"ESP","Spain",4,"Castilla-La Mancha",16,"Guadalajara",118,"n.a. (176)","Comarca","Comarca",NA,NA
119,215,"ESP","Spain",4,"Castilla-La Mancha",17,"Toledo",119,"n.a. (254)","Comarca","Comarca",NA,NA
120,215,"ESP","Spain",4,"Castilla-La Mancha",17,"Toledo",120,"n.a. (255)","Comarca","Comarca",NA,NA
121,215,"ESP","Spain",4,"Castilla-La Mancha",17,"Toledo",121,"n.a. (256)","Comarca","Comarca",NA,NA
122,215,"ESP","Spain",4,"Castilla-La Mancha",17,"Toledo",122,"n.a. (257)","Comarca","Comarca",NA,NA
123,215,"ESP","Spain",4,"Castilla-La Mancha",17,"Toledo",123,"n.a. (258)","Comarca","Comarca",NA,NA
124,215,"ESP","Spain",4,"Castilla-La Mancha",17,"Toledo",124,"n.a. (259)","Comarca","Comarca",NA,NA
125,215,"ESP","Spain",4,"Castilla-La Mancha",17,"Toledo",125,"n.a. (260)","Comarca","Comarca",NA,NA
126,215,"ESP","Spain",5,"Castilla y León",18,"Ávila",126,"n.a. (23)","Comarca","Comarca",NA,NA
127,215,"ESP","Spain",5,"Castilla y León",18,"Ávila",127,"n.a. (24)","Comarca","Comarca",NA,NA
128,215,"ESP","Spain",5,"Castilla y León",18,"Ávila",128,"n.a. (25)","Comarca","Comarca",NA,NA
129,215,"ESP","Spain",5,"Castilla y León",18,"Ávila",129,"n.a. (26)","Comarca","Comarca",NA,NA
130,215,"ESP","Spain",5,"Castilla y León",18,"Ávila",130,"n.a. (27)","Comarca","Comarca",NA,NA
131,215,"ESP","Spain",5,"Castilla y León",18,"Ávila",131,"n.a. (28)","Comarca","Comarca",NA,NA
132,215,"ESP","Spain",5,"Castilla y León",19,"Burgos",132,"n.a. (202)","Comarca","Comarca",NA,NA
133,215,"ESP","Spain",5,"Castilla y León",19,"Burgos",133,"n.a. (60)","Comarca","Comarca",NA,NA
134,215,"ESP","Spain",5,"Castilla y León",19,"Burgos",134,"n.a. (61)","Comarca","Comarca",NA,NA
135,215,"ESP","Spain",5,"Castilla y León",19,"Burgos",135,"n.a. (62)","Comarca","Comarca",NA,NA
136,215,"ESP","Spain",5,"Castilla y León",19,"Burgos",136,"n.a. (63)","Comarca","Comarca",NA,NA
137,215,"ESP","Spain",5,"Castilla y León",19,"Burgos",137,"n.a. (64)","Comarca","Comarca",NA,NA
138,215,"ESP","Spain",5,"Castilla y León",19,"Burgos",138,"n.a. (65)","Comarca","Comarca",NA,NA
139,215,"ESP","Spain",5,"Castilla y León",19,"Burgos",139,"n.a. (66)","Comarca","Comarca",NA,NA
140,215,"ESP","Spain",5,"Castilla y León",19,"Burgos",140,"n.a. (67)","Comarca","Comarca",NA,NA
141,215,"ESP","Spain",5,"Castilla y León",19,"Burgos",141,"n.a. (68)","Comarca","Comarca",NA,NA
142,215,"ESP","Spain",5,"Castilla y León",20,"León",142,"n.a. (148)","Comarca","Comarca",NA,NA
